"path","id","parent_id","level","object_id","object_type","object_key","query_status","query_time","query_type","message","created_time","like_count","comment_count","error.message","from.name","from.id","comments.data","comments.summary.order","comments.summary.total_count","comments.summary.can_comment","reactions.data","reactions.summary.total_count","reactions.summary.viewer_reaction","like.data","like.summary.total_count","like.summary.viewer_reaction","love.data","love.summary.total_count","love.summary.viewer_reaction","haha.data","haha.summary.total_count","haha.summary.viewer_reaction","wow.data","wow.summary.total_count","wow.summary.viewer_reaction","sad.data","sad.summary.total_count","sad.summary.viewer_reaction","angry.data","angry.summary.total_count","angry.summary.viewer_reaction","id","summary.order","summary.total_count","summary.can_comment","parent.created_time","parent.message","paging.cursors.before","paging.cursors.after"
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5317","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Yan Ka Polly Wong Ming Ming","2022-09-21T04:36:19+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5318","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢  Joey Chan Kee Mo Roy Wu","2022-09-21T04:36:24+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5319","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Rachel Chu Karen Tan Sunny Day","2022-09-21T04:36:50+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5320","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Fion Wan Wan Lily Chan Betty Wan","2022-09-21T04:37:26+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5321","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Minnie Tsang  Kit Ho  KC Sin","2022-09-21T04:37:34+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5322","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Leo Lee Lolo Lee San San","2022-09-21T04:38:07+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5323","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Sunny Day Carrie Carrie Rachel Chu","2022-09-21T04:38:34+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5324","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Mandy Lee Cargo Lam Vic Vic Chow","2022-09-21T04:38:37+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5325","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Paul Cheung Ku Chun Ming Kit Pong","2022-09-21T04:38:38+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5326","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Tam Doris Carrie Carrie Karen Tan","2022-09-21T04:39:07+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5327","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Dee Lo Chris Cheung Jack Lee","2022-09-21T04:39:47+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5328","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Cheung Katherine YF  Foon Gor  Jack Lam","2022-09-21T04:40:39+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5329","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Yim Fai CheungAdriana WongAman Lee","2022-09-21T04:40:59+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5330","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Lily Chan Ah Yuen Betty Wan","2022-09-21T04:41:37+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5331","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Tsingtsing Manman Cecilia Lau Manman Manman","2022-09-21T04:42:02+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5332","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   King Moneky Wick Chan Peter Chan","2022-09-21T04:42:10+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5333","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Chris Wong Andrew Pang 景宇","2022-09-21T04:42:45+0000","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5334","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Leon Leon Barry Wong Bo Ma Chan","2022-09-21T04:43:37+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5335","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Bo Ma Chan Cheung Kevin Bobby Au","2022-09-21T04:44:28+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5336","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Ling Ling AU Otto Cheung Edward Liu","2022-09-21T04:44:56+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5337","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 陳粒  Kelly Fung  Janet Chan","2022-09-21T04:45:25+0000","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5338","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Wong Lok Ching Son Leung Ka Lee Cheung","2022-09-21T04:45:56+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5339","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Cheng Cc John Chan Daniel Tse","2022-09-21T04:46:25+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5340","2126","2","173303096034293_5784642378233642","offcut","","fetched (200)","2022-10-12 08:19:10.091607","Facebook:/<post-id>/comments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","chronological","1871","True","","","WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFEzTkRrM05qWXhNamt5T1RrME9Ub3hOall6TnpNME9UVXcZD","WTI5dGJXVnVkRjlqZAFhKemIzSTZAORFUzTXpZAMk16azJNelF6T1RjeE9qRTJOak0zTXpVMU9EVT0ZD"
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5341","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Bobby Au Bo Ma Chan Peter Hui","2022-09-21T04:46:48+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5342","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Paul Cheung Chak Wa Chow Chan Ben","2022-09-21T04:47:25+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5343","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Park Chan Angus Ko Bobby Au","2022-09-21T04:48:13+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5344","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Bill Bill Wayen Paul Eric Tam","2022-09-21T04:48:55+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5345","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢  Chi Wing Stephen Chiu Chen Lai Holly Chen Kit Ying","2022-09-21T04:49:12+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5346","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Wayen Paul Chris Cheung Jack Lee","2022-09-21T04:51:06+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5347","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Wayen Paul Chris Cheung Jack Lee","2022-09-21T04:51:55+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5348","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Wayen Paul Bill Bill Hi Little","2022-09-21T04:52:34+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5349","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Ngan Leung Kan Man Yee Yung Fung","2022-09-21T04:52:53+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5350","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 May Sze Jessica Ng Wing Marumo","2022-09-21T04:53:50+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5351","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢  Wang Chi Hing Kiva KaMak Riin","2022-09-21T04:54:18+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5352","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Amen WongDavy LohApple Wong","2022-09-21T04:55:02+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5353","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Gary Pong Kevin Kenji Paul Hui","2022-09-21T04:55:16+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5354","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Bo Ma Chan Kong Lee Gary Lee","2022-09-21T04:56:01+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5355","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢   Ka Wing Leung Jenny Cheng Eric Leung","2022-09-21T04:56:11+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5356","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢 Chen Athena Wah Vivian Chen Chin Ying Wa","2022-09-21T04:56:29+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5357","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Bill Bill Dee Lo Eric Tam","2022-09-21T04:56:31+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5358","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Wayen Paul Hi Little Eric Tam","2022-09-21T04:57:07+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5359","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Angus Ko Pen Pongpong Peter Hui","2022-09-21T04:58:23+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5360","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢 Chiu Tweet Eddie Chiu Ping Ki Chiu","2022-09-21T04:59:04+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5361","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Gary Pong Bo Ma Chan Barry Wong","2022-09-21T04:59:07+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5362","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Chan MollyChan WinnyTung Chan","2022-09-21T04:59:10+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5363","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Lui Black Chai Ying Wai Queenie Li","2022-09-21T05:00:34+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5364","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢 Ada Lee Becky Yu Eddie Bee","2022-09-21T05:01:07+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5365","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Gary Lee Kevin Kenji Kong Lee","2022-09-21T05:01:17+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5366","2126","2","173303096034293_5784642378233642","offcut","","fetched (200)","2022-10-12 08:19:10.503189","Facebook:/<post-id>/comments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","chronological","1871","True","","","WTI5dGJXVnVkRjlqZAFhKemIzSTZAOVFF6TVRFNU9UZAzVNelkyTXprNU1Eb3hOall6TnpNMU5qQTQZD","WTI5dGJXVnVkRjlqZAFhKemIzSTZAOVGd4TVRrek9UazNNakl3TmprMU1qb3hOall6TnpNMk5EYzMZD"
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5367","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Mic Lun Barry Wong Gary Lee","2022-09-21T05:03:47+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5368","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Asahijack Cheung 卢智 陸嘉斌","2022-09-21T05:04:45+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5369","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Bo Ma Chan James Hui Ku Chun Ming","2022-09-21T05:05:16+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5370","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Kam Yan Kong , So Chun Lung , Nicolee Chann","2022-09-21T05:05:52+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5371","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Jerry Wong Ming Louis Gary Lee","2022-09-21T05:07:22+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5372","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢  姒兒 高顏樓子 Kawai Tang","2022-09-21T05:08:57+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5373","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Shing Shing James Hui Strong Ho","2022-09-21T05:09:43+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5374","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Yeeyee Choi Days Louie Haha Cheang","2022-09-21T05:10:57+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5375","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Chan Nigo Ka Lok Liu Strong Ho","2022-09-21T05:12:32+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5376","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Nel Nel King Moneky Gary Lee","2022-09-21T05:13:03+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5377","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢 Ting Lam, Ching Yi Hui, Lipton  Lee","2022-09-21T05:13:10+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5378","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢  Irene Kan  Clara Tang  Kam Ying Siu","2022-09-21T05:14:25+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5379","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Chak Wa Chow James Hui Chan Ben","2022-09-21T05:14:50+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5380","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay, 2. eStamp, 3. eDDA授權入錢   Kevin Kenji Peter Hui Peter Chan","2022-09-21T05:17:33+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173303096034293/173303096034293_5784642378233642/173303096034293_5784642378233642","5381","2126","2","173303096034293_5784642378233642","data","data.*","fetched (200)","2022-10-12 08:19:11.168972","Facebook:/<post-id>/comments","1. Scan & Pay 2. eStamp 3. eDDA授權入錢 Mona PO Po Yin Si Po Yan Wong","2022-09-21T05:18:10+0000","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
